time,T0,T1,T2,T3,TC
2020-07-02 12:27:27,,,,,65.84
2020-07-02 12:27:27,,,,,65.84
2020-07-02 12:27:31,73.75999999999999,,,,
2020-07-02 12:27:31,,71.7,,,
2020-07-02 12:27:43,,,,,65.84
2020-07-02 12:27:43,,,,,65.84
2020-07-02 12:27:43,,,,,65.84
2020-07-02 12:27:46,,,,74.5,
2020-07-02 12:27:59,,,,,65.84
2020-07-02 12:27:59,,,,,65.84
2020-07-02 12:27:59,,,,,65.84
2020-07-02 12:28:16,,,,,65.84
2020-07-02 12:28:16,,,,,65.84
2020-07-02 12:28:16,,,,,65.84
2020-07-02 12:28:21,73.75999999999999,,,,
2020-07-02 12:28:24,,71.7,,,
2020-07-02 12:28:32,,,,,65.84
2020-07-02 12:28:32,,,,,65.84
2020-07-02 12:28:32,,,,,65.84
2020-07-02 12:28:45,,,,74.5,
2020-07-02 12:28:49,,,,,65.84
2020-07-02 12:28:49,,,,,65.84
2020-07-02 12:28:49,,,,,65.84
2020-07-02 12:29:05,,,,,65.84
2020-07-02 12:29:05,,,,,65.84
2020-07-02 12:29:05,,,,,65.84
2020-07-02 12:29:11,73.75999999999999,,,,
2020-07-02 12:29:17,,71.7,,,
2020-07-02 12:29:21,,,,,65.84
2020-07-02 12:29:21,,,,,65.84
2020-07-02 12:29:21,,,,,65.84
2020-07-02 12:29:31,,,73.8,,
2020-07-02 12:29:38,,,,,65.84
2020-07-02 12:29:38,,,,,65.84
2020-07-02 12:29:38,,,,,65.84
2020-07-02 12:29:44,,,,74.5,
2020-07-02 12:29:54,,,,,65.84
2020-07-02 12:29:54,,,,,65.84
2020-07-02 12:29:54,,,,,65.84
2020-07-02 12:30:01,73.75999999999999,,,,
2020-07-02 12:30:10,,71.7,,,
2020-07-02 12:30:27,,,,,65.84
2020-07-02 12:30:27,,,,,65.84
2020-07-02 12:30:27,,,,,65.84
2020-07-02 12:30:28,,,73.8,,
2020-07-02 12:30:43,,,,74.5,
2020-07-02 12:30:43,,,,,66.2
2020-07-02 12:30:43,,,,,66.2
2020-07-02 12:30:43,,,,,66.2
2020-07-02 12:30:51,73.75999999999999,,,,
2020-07-02 12:31:00,,,,,66.2
2020-07-02 12:31:00,,,,,66.2
2020-07-02 12:31:00,,,,,66.2
2020-07-02 12:31:03,,71.7,,,
2020-07-02 12:31:16,,,,,66.2
2020-07-02 12:31:16,,,,,66.2
2020-07-02 12:31:16,,,,,66.2
2020-07-02 12:31:25,,,73.8,,
2020-07-02 12:31:32,,,,,66.2
2020-07-02 12:31:32,,,,,66.2
2020-07-02 12:31:32,,,,,66.2
2020-07-02 12:31:41,73.75999999999999,,,,
2020-07-02 12:31:42,,,,74.5,
2020-07-02 12:31:49,,,,,66.2
2020-07-02 12:31:49,,,,,66.2
2020-07-02 12:31:49,,,,,66.2
2020-07-02 12:31:56,,71.6,,,
2020-07-02 12:32:05,,,,,66.2
2020-07-02 12:32:05,,,,,66.2
2020-07-02 12:32:05,,,,,66.2
2020-07-02 12:32:21,,,73.8,,
2020-07-02 12:32:21,,,,,66.2
2020-07-02 12:32:31,73.75999999999999,,,,
2020-07-02 12:32:38,,,,,66.2
2020-07-02 12:32:38,,,,,66.2
2020-07-02 12:32:38,,,,,66.2
2020-07-02 12:32:41,,,,74.5,
2020-07-02 12:32:49,,71.6,,,
2020-07-02 12:32:54,,,,,66.2
2020-07-02 12:32:54,,,,,66.2
2020-07-02 12:32:54,,,,,66.2
2020-07-02 12:33:11,,,,,66.2
2020-07-02 12:33:11,,,,,66.2
2020-07-02 12:33:11,,,,,66.2
2020-07-02 12:33:19,,,73.8,,
2020-07-02 12:33:21,73.75999999999999,,,,
2020-07-02 12:33:27,,,,,66.2
2020-07-02 12:33:27,,,,,66.2
2020-07-02 12:33:27,,,,,66.2
2020-07-02 12:33:40,,,,74.5,
2020-07-02 12:33:42,,71.7,,,
2020-07-02 12:33:43,,,,,66.2
2020-07-02 12:33:43,,,,,66.2
2020-07-02 12:33:43,,,,,66.2
2020-07-02 12:33:54,,,,,
2020-07-02 12:34:00,,,,,66.2
2020-07-02 12:34:00,,,,,66.2
2020-07-02 12:34:00,,,,,66.2
2020-07-02 12:34:11,73.75999999999999,,,,
2020-07-02 12:34:16,,,73.8,,
2020-07-02 12:34:16,,,,,66.2
2020-07-02 12:34:16,,,,,66.2
2020-07-02 12:34:16,,,,,66.2
2020-07-02 12:34:32,,,,,66.2
2020-07-02 12:34:32,,,,,66.2
2020-07-02 12:34:32,,,,,66.2
2020-07-02 12:34:35,,71.7,,,
2020-07-02 12:34:39,,,,74.5,
2020-07-02 12:34:49,,,,,66.2
2020-07-02 12:34:49,,,,,66.2
2020-07-02 12:34:49,,,,,66.2
2020-07-02 12:35:01,73.75999999999999,,,,
2020-07-02 12:35:05,,,,,66.2
2020-07-02 12:35:05,,,,,66.2
2020-07-02 12:35:05,,,,,66.2
2020-07-02 12:35:13,,,73.8,,
2020-07-02 12:35:22,,,,,66.2
2020-07-02 12:35:22,,,,,66.2
2020-07-02 12:35:22,,,,,66.2
2020-07-02 12:35:28,,71.7,,,
2020-07-02 12:35:38,,,,74.5,
2020-07-02 12:35:38,,,,,66.2
2020-07-02 12:35:51,73.75999999999999,,,,
2020-07-02 12:35:54,,,,,66.38
2020-07-02 12:35:54,,,,,66.38
2020-07-02 12:35:54,,,,,66.38
2020-07-02 12:36:10,,,73.8,,
2020-07-02 12:36:11,,,,,66.2
2020-07-02 12:36:11,,,,,66.2
2020-07-02 12:36:11,,,,,66.2
2020-07-02 12:36:21,,71.7,,,
2020-07-02 12:36:27,,,,,66.2
2020-07-02 12:36:27,,,,,66.2
2020-07-02 12:36:27,,,,,66.2
2020-07-02 12:36:37,,,,74.5,
2020-07-02 12:36:41,73.75999999999999,,,,
2020-07-02 12:36:43,,,,,66.2
2020-07-02 12:36:43,,,,,66.2
2020-07-02 12:36:43,,,,,66.2
2020-07-02 12:37:00,,,,,66.2
2020-07-02 12:37:00,,,,,66.2
2020-07-02 12:37:00,,,,,66.2
2020-07-02 12:37:07,,,73.8,,
2020-07-02 12:37:14,,71.7,,,
2020-07-02 12:37:16,,,,,66.2
2020-07-02 12:37:16,,,,,66.2
2020-07-02 12:37:16,,,,,66.2
2020-07-02 12:37:31,73.75999999999999,,,,
2020-07-02 12:37:33,,,,,66.2
2020-07-02 12:37:33,,,,,66.2
2020-07-02 12:37:33,,,,,66.2
2020-07-02 12:37:36,,,,74.5,
2020-07-02 12:37:49,,,,,66.2
2020-07-02 12:37:49,,,,,66.2
2020-07-02 12:37:49,,,,,66.2
2020-07-02 12:37:54,,,,,
2020-07-02 12:38:03,,,73.8,,
2020-07-02 12:38:05,,,,,66.2
2020-07-02 12:38:05,,,,,66.2
2020-07-02 12:38:05,,,,,66.2
2020-07-02 12:38:07,,71.6,,,
2020-07-02 12:38:21,73.75999999999999,,,,
2020-07-02 12:38:22,,,,,66.2
2020-07-02 12:38:22,,,,,66.2
2020-07-02 12:38:22,,,,,66.2
2020-07-02 12:38:35,,,,74.5,
2020-07-02 12:38:38,,,,,66.2
2020-07-02 12:38:38,,,,,66.2
2020-07-02 12:38:38,,,,,66.2
2020-07-02 12:38:54,,,,,65.84
2020-07-02 12:38:54,,,,,65.84
2020-07-02 12:38:54,,,,,65.84
2020-07-02 12:39:00,,71.5,,,
2020-07-02 12:39:27,,,,,65.84
2020-07-02 12:39:27,,,,,65.84
2020-07-02 12:39:27,,,,,65.84
2020-07-02 12:39:34,,,,74.5,
2020-07-02 12:39:44,,,,,65.84
2020-07-02 12:39:44,,,,,65.84
2020-07-02 12:39:44,,,,,65.84
2020-07-02 12:39:53,,71.5,,,
2020-07-02 12:39:57,,,73.8,,
2020-07-02 12:40:00,,,,,65.84
2020-07-02 12:40:00,,,,,65.84
2020-07-02 12:40:00,,,,,65.84
2020-07-02 12:40:01,73.75999999999999,,,,
2020-07-02 12:40:16,,,,,65.84
2020-07-02 12:40:16,,,,,65.84
2020-07-02 12:40:16,,,,,65.84
2020-07-02 12:40:33,,,,,65.84
2020-07-02 12:40:33,,,,,65.84
2020-07-02 12:40:33,,,,,65.84
2020-07-02 12:40:33,,,,74.5,
2020-07-02 12:40:46,,71.4,,,
2020-07-02 12:40:49,,,,,65.84
2020-07-02 12:40:49,,,,,65.84
2020-07-02 12:40:49,,,,,65.84
2020-07-02 12:40:54,,,73.8,,
2020-07-02 12:41:05,,,,,65.84
2020-07-02 12:41:05,,,,,65.84
2020-07-02 12:41:05,,,,,65.84
2020-07-02 12:41:22,,,,,65.84
2020-07-02 12:41:22,,,,,65.84
2020-07-02 12:41:22,,,,,65.84
2020-07-02 12:41:32,,,,74.5,
2020-07-02 12:41:38,,,,,65.84
2020-07-02 12:41:38,,,,,65.84
2020-07-02 12:41:38,,,,,65.84
2020-07-02 12:41:39,,71.4,,,
2020-07-02 12:41:51,,,73.8,,
2020-07-02 12:41:55,,,,,65.84
2020-07-02 12:41:55,,,,,65.84
2020-07-02 12:41:55,,,,,65.84
2020-07-02 12:42:11,,,,,65.84
2020-07-02 12:42:11,,,,,65.84
2020-07-02 12:42:11,,,,,65.84
2020-07-02 12:42:27,,,,,65.84
2020-07-02 12:42:27,,,,,65.84
2020-07-02 12:42:27,,,,,65.84
2020-07-02 12:42:31,,,,74.5,
2020-07-02 12:42:32,,71.4,,,
2020-07-02 12:42:44,,,,,65.84
2020-07-02 12:42:44,,,,,65.84
2020-07-02 12:42:44,,,,,65.84
2020-07-02 12:42:48,,,73.8,,
2020-07-02 12:43:00,,,,,65.84
2020-07-02 12:43:00,,,,,65.84
2020-07-02 12:43:00,,,,,65.84
2020-07-02 12:43:16,,,,,65.84
2020-07-02 12:43:16,,,,,65.84
2020-07-02 12:43:16,,,,,65.84
2020-07-02 12:43:21,73.75999999999999,,,,
2020-07-02 12:43:25,,71.4,,,
2020-07-02 12:43:30,,,,74.5,
2020-07-02 12:43:33,,,,,65.84
2020-07-02 12:43:33,,,,,65.84
2020-07-02 12:43:33,,,,,65.84
2020-07-02 12:43:45,,,73.8,,
2020-07-02 12:43:49,,,,,65.84
2020-07-02 12:43:49,,,,,65.84
2020-07-02 12:43:49,,,,,65.84
2020-07-02 12:44:06,,,,,65.84
2020-07-02 12:44:06,,,,,65.84
2020-07-02 12:44:06,,,,,65.84
2020-07-02 12:44:11,73.75999999999999,,,,
2020-07-02 12:44:18,,71.5,,,
2020-07-02 12:44:22,,,,,65.84
2020-07-02 12:44:22,,,,,65.84
2020-07-02 12:44:22,,,,,65.84
2020-07-02 12:44:29,,,,74.5,
2020-07-02 12:44:38,,,,,65.84
2020-07-02 12:44:38,,,,,65.84
2020-07-02 12:44:38,,,,,65.84
2020-07-02 12:44:42,,,73.8,,
2020-07-02 12:44:55,,,,,65.84
2020-07-02 12:44:55,,,,,65.84
2020-07-02 12:44:55,,,,,65.84
2020-07-02 12:45:01,73.75999999999999,,,,
2020-07-02 12:45:11,,,,,65.84
2020-07-02 12:45:11,,,,,65.84
2020-07-02 12:45:11,,,,,65.84
2020-07-02 12:45:11,,71.5,,,
2020-07-02 12:45:27,,,,,66.2
2020-07-02 12:45:27,,,,,66.2
2020-07-02 12:45:27,,,,,66.2
2020-07-02 12:45:28,,,,74.5,
2020-07-02 12:45:39,,,73.8,,
2020-07-02 12:45:44,,,,,66.2
2020-07-02 12:45:44,,,,,66.2
2020-07-02 12:45:44,,,,,66.2
2020-07-02 12:45:51,73.75999999999999,,,,
2020-07-02 12:46:00,,,,,66.2
2020-07-02 12:46:00,,,,,66.2
2020-07-02 12:46:00,,,,,66.2
2020-07-02 12:46:04,,71.5,,,
2020-07-02 12:46:17,,,,,66.2
2020-07-02 12:46:17,,,,,66.2
2020-07-02 12:46:17,,,,,66.2
2020-07-02 12:46:27,,,,74.5,
2020-07-02 12:46:33,,,,,66.2
2020-07-02 12:46:33,,,,,66.2
2020-07-02 12:46:33,,,,,66.2
2020-07-02 12:46:36,,,73.8,,
2020-07-02 12:46:41,73.75999999999999,,,,
2020-07-02 12:46:49,,,,,66.2
2020-07-02 12:46:49,,,,,66.2
2020-07-02 12:46:49,,,,,66.2
2020-07-02 12:46:57,,71.5,,,
2020-07-02 12:47:06,,,,,66.2
2020-07-02 12:47:06,,,,,66.2
2020-07-02 12:47:06,,,,,66.2
2020-07-02 12:47:22,,,,,66.38
2020-07-02 12:47:22,,,,,66.38
2020-07-02 12:47:22,,,,,66.38
2020-07-02 12:47:26,,,,74.5,
2020-07-02 12:47:31,73.75999999999999,,,,
2020-07-02 12:47:33,,,73.8,,
2020-07-02 12:47:38,,,,,66.38
2020-07-02 12:47:38,,,,,66.38
2020-07-02 12:47:38,,,,,66.38
2020-07-02 12:47:50,,71.5,,,
2020-07-02 12:47:55,,,,,66.38
2020-07-02 12:47:55,,,,,66.38
2020-07-02 12:47:55,,,,,66.38
2020-07-02 12:48:11,,,,,66.38
2020-07-02 12:48:11,,,,,66.38
2020-07-02 12:48:11,,,,,66.38
2020-07-02 12:48:25,,,,74.5,
2020-07-02 12:48:28,,,,,66.38
2020-07-02 12:48:28,,,,,66.38
2020-07-02 12:48:28,,,,,66.38
2020-07-02 12:48:30,,,73.9,,
2020-07-02 12:48:43,,71.4,,,
2020-07-02 12:48:44,,,,,66.38
2020-07-02 12:48:44,,,,,66.38
2020-07-02 12:48:44,,,,,66.38
2020-07-02 12:49:00,,,,,66.38
2020-07-02 12:49:00,,,,,66.38
2020-07-02 12:49:00,,,,,66.38
2020-07-02 12:49:17,,,,,66.38
2020-07-02 12:49:17,,,,,66.38
2020-07-02 12:49:17,,,,,66.38
2020-07-02 12:49:24,,,,74.5,
2020-07-02 12:49:27,,,73.9,,
2020-07-02 12:49:33,,,,,66.38
2020-07-02 12:49:33,,,,,66.38
2020-07-02 12:49:33,,,,,66.38
2020-07-02 12:49:36,,71.3,,,
2020-07-02 12:49:49,,,,,66.38
2020-07-02 12:49:49,,,,,66.38
2020-07-02 12:49:49,,,,,66.38
2020-07-02 12:50:06,,,,,66.38
2020-07-02 12:50:06,,,,,66.38
2020-07-02 12:50:06,,,,,66.38
2020-07-02 12:50:22,,,,,66.38
2020-07-02 12:50:22,,,,,66.38
2020-07-02 12:50:22,,,,,66.38
2020-07-02 12:50:23,,,,74.5,
2020-07-02 12:50:24,,,73.9,,
2020-07-02 12:50:29,,71.3,,,
2020-07-02 12:50:39,,,,,66.38
2020-07-02 12:50:39,,,,,66.38
2020-07-02 12:50:39,,,,,66.38
2020-07-02 12:50:55,,,,,66.38
2020-07-02 12:50:55,,,,,66.38
2020-07-02 12:50:55,,,,,66.38
2020-07-02 12:51:11,,,,,66.38
2020-07-02 12:51:11,,,,,66.38
2020-07-02 12:51:11,,,,,66.38
2020-07-02 12:51:21,,,73.8,,
2020-07-02 12:51:22,,,,74.5,
2020-07-02 12:51:22,,71.3,,,
2020-07-02 12:51:28,,,,,66.38
2020-07-02 12:51:28,,,,,66.38
2020-07-02 12:51:28,,,,,66.38
2020-07-02 12:51:44,,,,,66.38
2020-07-02 12:51:44,,,,,66.38
2020-07-02 12:51:44,,,,,66.38
2020-07-02 12:52:00,,,,,66.38
2020-07-02 12:52:00,,,,,66.38
2020-07-02 12:52:00,,,,,66.38
2020-07-02 12:52:15,,71.4,,,
2020-07-02 12:52:17,,,,,66.56
2020-07-02 12:52:17,,,,,66.56
2020-07-02 12:52:17,,,,,66.56
2020-07-02 12:52:18,,,73.9,,
2020-07-02 12:52:21,,,,74.5,
2020-07-02 12:52:31,73.58000000000001,,,,
2020-07-02 12:52:33,,,,,66.56
2020-07-02 12:52:33,,,,,66.56
2020-07-02 12:52:33,,,,,66.56
2020-07-02 12:52:50,,,,,66.56
2020-07-02 12:52:50,,,,,66.56
2020-07-02 12:52:50,,,,,66.56
2020-07-02 12:53:06,,,,,66.56
2020-07-02 12:53:06,,,,,66.56
2020-07-02 12:53:06,,,,,66.56
2020-07-02 12:53:08,,71.4,,,
2020-07-02 12:53:15,,,73.9,,
2020-07-02 12:53:20,,,,74.5,
2020-07-02 12:53:21,73.58000000000001,,,,
2020-07-02 12:53:22,,,,,66.56
2020-07-02 12:53:22,,,,,66.56
2020-07-02 12:53:22,,,,,66.56
2020-07-02 12:53:39,,,,,66.56
2020-07-02 12:53:39,,,,,66.56
2020-07-02 12:53:39,,,,,66.56
2020-07-02 12:53:55,,,,,66.56
2020-07-02 12:53:55,,,,,66.56
2020-07-02 12:53:55,,,,,66.56
2020-07-02 12:54:01,,71.5,,,
2020-07-02 12:54:11,73.58000000000001,,,,
2020-07-02 12:54:11,,,,,66.38
2020-07-02 12:54:11,,,,,66.38
2020-07-02 12:54:11,,,,,66.38
2020-07-02 12:54:12,,,73.9,,
2020-07-02 12:54:19,,,,74.5,
2020-07-02 12:54:28,,,,,66.38
2020-07-02 12:54:28,,,,,66.38
